year,dist_name,dist_code,enrollment,size,attendance_rate,reduced_share,free_share,lunch_share,homeless_share,graduation_rate,act_composite,act_writing,local_revenue,all_revenue,tcec,tec,tdc,rev_cost_ratio
2014,Shiocton,5348,758,Small,0.95776,0.08983,0.24042,0.33025,NA,0.97802,19.11,5.46,5352,13123,10807,12276,12688,1.03429
2014,Shorewood,5355,2118,Medium,0.95021,0.03232,0.19931,0.23164,NA,0.9786,22.97,7.34,13114,16201,12473,13614,15362,1.05457
2014,Shullsburg,5362,405,Small,0.94965,0.10811,0.39558,0.50369,NA,0.92647,19.22,6.67,4244,12914,10556,12395,12958,0.99666
2014,Silver Lake J1,5369,555,Small,0.95501,0.10889,0.35209,0.46098,NA,NA,NA,NA,5051,12493,9984,11609,12139,1.0292
2014,Siren,5376,470,Small,0.925,0.13734,0.58155,0.71888,NA,0.75728,20.41,6.89,10735,15509,12154,14841,15542,0.99785
2014,Slinger,5390,3109,Medium,0.96814,0.02949,0.10881,0.13831,NA,0.98696,22.76,7.22,6033,11683,9338,11019,11465,1.01897
2014,Solon Springs,5397,265,Small,0.93196,0.06716,0.42537,0.49254,NA,0.95,19.33,5.76,7933,12595,11312,12186,12783,0.98531
2014,Somerset,5432,1585,Medium,0.95078,0.05838,0.2315,0.28988,NA,0.99128,20.39,6.3,4832,12829,10145,12225,12646,1.01445
2014,South Milwaukee,5439,3251,Medium,0.93567,0.06635,0.45556,0.5219,NA,0.97205,18.7,5.83,4934,13509,10729,12361,13257,1.01903
2014,South Shore,4522,153,Small,0.94879,0.18065,0.28387,0.46452,NA,0.87879,20.64,6.57,14914,18586,14883,16797,17500,1.06204
2014,Southern Door County,5457,1112,Medium,0.95917,0.06224,0.26241,0.32464,NA,0.96154,20.53,6.53,9036,12438,10364,11695,12235,1.01654
2014,Southwestern Wisconsin,2485,539,Small,0.97386,0.13755,0.20632,0.34387,NA,0.98507,20.38,6.51,4025,11859,11141,11757,12166,0.97471
2014,Sparta Area,5460,2817,Medium,0.96782,0.12187,0.42002,0.54189,NA,0.94251,19.26,5.97,3913,12162,9777,11364,11989,1.0144
2014,Spencer,5467,771,Small,0.95955,0.13385,0.32947,0.46332,NA,0.98788,19.56,6.71,3752,11697,10846,11336,11961,0.97788
2014,Spooner Area,5474,1300,Medium,0.94543,0.09604,0.50076,0.5968,NA,0.94966,20.7,6.57,10736,13489,10593,13323,13982,0.9647
2014,Spring Valley,5586,746,Small,0.96316,0.10557,0.37537,0.48094,NA,1,20.8,6.2,4417,12534,9802,11383,12036,1.04135
2014,Stanley-Boyd Area,5593,1058,Medium,0.96507,0.14407,0.371,0.51507,NA,0.9703,19.44,6.63,3117,11230,8478,10721,11418,0.98354
2014,Stevens Point Area Public,5607,7262,Large,0.95766,0.07006,0.32917,0.39923,NA,0.93941,20.4,6.24,5065,11407,10103,11190,11587,0.98451
2014,Stockbridge,5614,220,Small,0.95663,0.05479,0.21005,0.26484,NA,0.97727,18.89,5.78,10140,12920,10902,12355,12678,1.01911
2014,Stone Bank,3542,349,Small,0.98376,0.01648,0.07692,0.093410000000000007,NA,NA,NA,NA,12881,14414,12444,14124,14660,0.98325
2014,Stoughton Area,5621,3190,Medium,0.95197,0.0217,0.2243,0.24599,NA,0.97208,21.03,6.47,7238,13014,11056,12239,12573,1.03511
2014,Stratford,5628,938,Small,0.97162,0.05336,0.18677,0.24013,NA,0.97156,19.65,6.87,4114,11545,9312,10822,11198,1.03096
2014,Sturgeon Bay,5642,1196,Medium,0.94774,0.09414,0.34014,0.43428,NA,0.92069,20.79,6.2,7886,12844,11949,12362,12969,0.99039
2014,Sun Prairie Area,5656,7837,Large,0.94487,0.02692,0.24587,0.27279,NA,0.95593,21,6.75,6353,13164,10671,12872,13206,0.99685
2014,Superior,5663,4680,Medium,0.9464,0.08061,0.41072,0.49133,NA,0.90485,19.42,6.6,4772,12689,10876,12611,13322,0.95245
2014,Suring Public,5670,393,Small,0.96473,0.09045,0.3995,0.48995,NA,0.99,19.59,5.86,10348,14053,12512,14386,14832,0.94747
2014,Swallow,3510,575,Small,0.95967,NA,NA,NA,NA,NA,NA,NA,11009,13153,10573,11824,12065,1.09023
2014,Thorp,5726,610,Small,0.97583,0.11252,0.36133,0.47385,NA,0.94815,20.02,6.48,3458,11807,10243,11118,11692,1.00992
2014,Three Lakes,5733,514,Small,0.95093,0.10169,0.36441,0.4661,NA,0.95775,20.21,6.26,16395,18921,16094,17339,18147,1.04265
2014,Tigerton,5740,244,Small,0.9627,0.18056,0.48958,0.67014,NA,0.94828,17.05,5.73,7597,14828,12574,13879,15118,0.98085
2014,Tomah Area,5747,2992,Medium,0.99169,0.10502,0.36265,0.46767,NA,0.94094,19.32,5.76,4498,11704,9612,11104,11613,1.00781
2014,Tomahawk,5754,1297,Medium,0.96943,0.07419,0.30989,0.38408,NA,0.95442,20.42,6.94,9164,12356,10445,11764,12226,1.01069
2014,Tomorrow River,0126,1135,Medium,0.97011,0.08207,0.18541,0.26748,NA,0.96429,20.91,5.54,4592,12087,9948,11371,11917,1.01425
2014,Trevor-Wilmot Consolidated,5780,560,Small,0.95283,0.04107,0.33036,0.37143,NA,NA,NA,NA,6457,15152,11787,14419,14767,1.02603
2014,Tri-County Area,4375,663,Small,0.96491,0.06918,0.57704,0.64623,NA,0.93878,19.15,5.71,5603,13083,11523,12325,12924,1.01223
2014,Turtle Lake,5810,465,Small,0.96174,0.08279,0.45969,0.54248,NA,0.90291,19.26,4.97,10103,13150,11405,12593,13160,0.99925
2014,Twin Lakes #4,5817,409,Small,0.9381,0.04775,0.55172,0.59947,NA,NA,NA,NA,8220,13334,10277,12090,12490,1.06759
2014,Two Rivers Public,5824,1706,Medium,0.95478,0.07725,0.34396,0.42121,NA,0.85224,17.78,5.75,3488,12300,9969,11642,12102,1.01633
2014,Union Grove J1,5859,796,Small,0.96322,0.05838,0.20685,0.26523,NA,NA,NA,NA,5195,14574,12233,14190,14708,0.99091
2014,Union Grove UHS,5852,1020,Medium,0.95253,NA,NA,NA,NA,0.9875,20.33,6.33,8375,13957,10404,12226,12883,1.0833
2014,Unity,0238,993,Small,0.93139,0.12844,0.4842,0.61264,NA,0.95536,19.03,5.92,10107,13634,11173,12614,13526,1.00796
2014,Valders Area,5866,1004,Medium,0.96605,0.03589,0.22034,0.25623,NA,0.96169,19.49,6.41,6525,12855,10846,12308,12823,1.00247
2014,Verona Area,5901,5411,Medium,0.93751,0.05247,0.26195,0.31441,NA,0.94906,21.8,6.9,7575,14115,11390,13153,13637,1.03504
2014,Viroqua Area,5985,1149,Medium,0.95467,0.0976,0.35959,0.45719,NA,0.95604,19.75,6.17,5253,13129,10892,12506,13061,1.00515
2014,Wabeno Area,5992,431,Small,0.93089,0.05418,0.46727,0.52144,NA,0.88679,18.2,5.06,12800,17084,14107,15552,16371,1.04352
2014,Walworth J1,6022,517,Small,0.95047,0.09912,0.44273,0.54185,NA,NA,NA,NA,3957,11079,10585,10915,11419,0.97022
2014,Washburn,6027,540,Small,0.92989,0.10971,0.30216,0.41187,NA,0.94215,23.63,7.22,7065,14265,12672,13504,14207,1.00404
2014,Washington,6069,62,Small,0.94217,NA,NA,NA,NA,1,NA,NA,19718,21612,19539,21423,21423,1.00885
2014,Washington-Caldwell,6104,177,Small,0.96168,NA,NA,NA,NA,NA,NA,NA,9588,15229,13210,14256,14525,1.04847
2014,Waterford Graded J1,6113,1519,Medium,0.96178,NA,NA,NA,NA,NA,NA,NA,7966,13528,10731,12594,12988,1.04163
2014,Waterford UHS,6083,1090,Medium,0.89741,NA,NA,NA,NA,0.96335,21.5,6.78,7742,13319,10591,12445,12881,1.03402
2014,Waterloo,6118,819,Small,0.96357,0.07134,0.27932,0.35067,NA,0.98077,20.81,7.14,4893,12404,9792,11708,12258,1.0119
2014,Watertown Unified,6125,3876,Medium,0.96383,0.06103,0.3974,0.45844,NA,0.94683,20.03,6.52,4498,11861,10214,11264,11853,1.00064
2014,Waukesha,6174,13494,Large,0.95533,0.04902,0.35213,0.40116,NA,0.88146,20.42,6.39,6330,11682,10363,11030,11300,1.03385
2014,Waunakee Community,6181,4031,Medium,0.96073,0.02842,0.09505,0.12347,NA,0.9645,23.91,7.03,7531,13381,10264,11455,11989,1.11606
2014,Waupaca,6195,2207,Medium,0.9384,0.0778,0.33634,0.41414,NA,0.96045,19.85,6.36,7481,12961,10060,12501,12990,0.99781
2014,Waupun,6216,1883,Medium,0.94406,0.08536,0.30865,0.39401,NA,0.95643,18.88,5.95,5554,12544,9965,11967,12440,1.0083
2014,Wausau,6223,8628,Large,0.95107,0.06653,0.41853,0.48506,NA,0.93458,19.65,6.34,5166,13195,10983,12311,12914,1.02179
2014,Wausaukee,6230,488,Small,0.95161,0.132,0.468,0.6,NA,0.99091,19.05,6.17,10604,13853,11329,13102,13684,1.01237
2014,Wautoma Area,6237,1393,Medium,0.9466,0,0.73164,0.73164,NA,0.89789,17.98,5.59,5817,12485,11283,12853,13508,0.92424
2014,Wauwatosa,6244,7227,Large,0.94937,0.04226,0.22809,0.27035,NA,0.95647,21.42,6.63,7427,11611,10227,10916,11387,1.01963
2014,Wauzeka-Steuben,6251,332,Small,0.95998000000000006,0.14286,0.42857,0.57143,NA,0.9878,20.6,6.08,3846,14586,12806,14340,15035,0.9701
2014,Webster,6293,684,Small,0.93962,0.05806,0.68505,0.74311,NA,0.90857,19.74,6.62,12391,15439,12231,14382,15296,1.00932
2014,West Allis-West Milwaukee,6300,9890,Large,0.93858,0.0809,0.50511,0.58601,NA,0.96301,17.99,5.69,5110,12683,11939,12645,13522,0.93797
2014,West Bend,6307,6916,Large,0.97864,0.06836,0.27794,0.3463,NA,0.9139,20.89,6.11,5776,11553,9541,11586,11994,0.96321
2014,West De Pere,6328,3197,Medium,0.96177,0.05857,0.19859,0.25715,NA,0.97923,21.27,6.58,6221,11726,9390,11859,12169,0.9636
2014,West Salem,6370,1775,Medium,0.96667,0.07479,0.20318,0.27797,NA,0.98205,21.14,6.36,5018,12569,9722,11606,12215,1.02903
2014,Westby Area,6321,1136,Medium,0.96895,0.0894,0.27958,0.36897,NA,0.98354,19.25,6.99,4537,12188,9883,12251,12660,0.96276
2014,Westfield,6335,1079,Medium,0.9501,0.09781,0.43876,0.53656,NA,0.95417,18.88,6.51,8134,12312,10286,11320,11810,1.04247
2014,Weston,6354,307,Small,0.97378,0.18893,0.41694,0.60586,NA,0.96774,20.41,6.86,6338,14936,12890,13966,14852,1.00563
2014,Weyauwega-Fremont,6384,847,Small,0.96308,0.07809,0.30886,0.38695,NA,0.96996,18.79,5.36,6245,11806,10046,10543,11031,1.07032
2014,Wheatland J1,6412,497,Small,0.97031,0.05973,0.40487,0.4646,NA,NA,NA,NA,7943,14581,10500,12659,13189,1.10558
2014,White Lake,6440,174,Small,0.92412,0,0.87283,0.87283,NA,0.92857,17.79,6.07,11264,16858,14665,16871,17733,0.95063
2014,Whitefish Bay,6419,3084,Medium,0.96841,NA,NA,NA,NA,0.97548,24.65,7.74,8641,12766,11054,11694,12275,1.04
2014,Whitehall,6426,772,Small,0.94184,0.10414,0.42083,0.52496,NA,0.96532,19.13,6,4490,13202,11218,13042,13599,0.97075
2014,Whitewater Unified,6461,1962,Medium,0.95115,0.07103,0.39168,0.46271,NA,0.92683,20.23,6.36,8265,12946,10525,12065,12622,1.02565
2014,Whitnall,6470,2445,Medium,0.95006,0.03319,0.19915,0.23234,NA,0.98492,21.45,6.9,8555,12642,11483,12002,12490,1.01219
2014,Wild Rose,6475,564,Small,0.95208,0.06039,0.38366,0.44405,NA,0.93431,19.41,5.61,11578,15242,11893,13978,14491,1.05176
2014,Williams Bay,6482,662,Small,0.95364,0.06032,0.30952,0.36984,NA,0.96364,21.79,6.71,13715,14707,12113,13133,13509,1.08868
2014,Wilmot UHS,6545,1109,Medium,0.97235,NA,NA,NA,NA,0.9068,19.74,6.13,11366,16970,11828,15831,16253,1.0441
2014,Winneconne Community,6608,1490,Medium,0.96211,0.04797,0.15,0.19797,NA,0.97421,20.81,7.27,7027,11797,9820,11376,11815,0.9985
2014,Winter,6615,269,Small,0.95371,0.05691,0.57724,0.63415,NA,0.94643,16.95,5.45,11888,15435,12917,14555,15563,0.99174
2014,Wisconsin Dells,6678,1785,Medium,0.93882,0.06328,0.46158,0.52486,NA,0.89717,19.53,6.57,10058,12371,10440,11322,11791,1.04911
2014,Wisconsin Heights,0469,751,Small,0.9518,0.03757,0.24711,0.28468,NA,0.98235,19.89,6.02,9695,13191,11936,13145,13548,0.97371
2014,Wisconsin Rapids,6685,5213,Medium,0.95242,0.07228,0.41339,0.48567,NA,0.95216,20.07,5.72,4632,12771,10689,11610,12143,1.05175
2014,Wittenberg-Birnamwood,6692,1191,Medium,0.95478,0.10256,0.35214,0.4547,NA,0.98316,20.12,5.78,4320,11694,9873,10322,11087,1.05476
2014,Wonewoc-Union Center,6713,339,Small,0.94372,0.15193,0.38674,0.53867,NA,0.97333,20.08,5.88,8168,14748,12806,14080,14822,0.99504
2014,Woodruff J1,6720,506,Small,0.94462,0.09307,0.30693,0.4,NA,NA,NA,NA,11304,14158,11118,13433,13857,1.02166
2014,Wrightstown Community,6734,1338,Medium,0.97841,0.03954,0.16274,0.20228,NA,0.97256,21.49,6.88,4973,11911,9312,10969,11445,1.04071
2014,Yorkville J2,6748,487,Small,0.95242,NA,NA,NA,NA,NA,NA,NA,11143,14022,11087,13297,13348,1.05047
2013,Abbotsford,0007,710,Small,0.9667,NA,NA,NA,NA,0.96454,NA,NA,3203,12772,9399,11563,12260,1.04176
2013,Adams-Friendship Area,0014,1636,Medium,0.93738,NA,NA,NA,NA,0.91346,NA,NA,8429,13773,10609,12451,13266,1.03828
2013,Albany,0063,365,Small,0.95835,NA,NA,NA,NA,0.92208,NA,NA,6391,13552,11974,13519,13902,0.97485
2013,Algoma,0070,669,Small,0.95541,NA,NA,NA,NA,0.89172,NA,NA,4970,11330,9759,10734,11201,1.01149
2013,Alma,0084,252,Small,0.96116,NA,NA,NA,NA,1,NA,NA,7668,13975,12194,13131,13768,1.01504
2013,Alma Center,0091,630,Small,0.95588,NA,NA,NA,NA,0.94531,NA,NA,4156,13762,10996,12891,13535,1.01674
2013,Almond-Bancroft,0105,422,Small,0.99763,NA,NA,NA,NA,0.97895,NA,NA,3998,12790,10362,12304,12824,0.99731
2013,Altoona,0112,1589,Medium,0.96135,NA,NA,NA,NA,0.95652,NA,NA,3719,12317,10872,11635,12092,1.01859
2013,Amery,0119,1586,Medium,0.94916,NA,NA,NA,NA,0.94673,NA,NA,6458,13403,10788,12598,13286,1.00884
2013,Antigo Unified,0140,2470,Medium,0.94947,NA,NA,NA,NA,0.93769,NA,NA,4045,11897,10047,11121,11755,1.01214
2013,Appleton Area,0147,16224,Large,0.96393,NA,NA,NA,NA,0.90764,NA,NA,4576,11132,10056,10621,11129,1.00026
2013,Arcadia,0154,1176,Medium,0.95478,NA,NA,NA,NA,0.94961,NA,NA,3921,12636,11072,12333,12803,0.98696
2013,Argyle,0161,314,Small,0.96237,NA,NA,NA,NA,0.92958,NA,NA,4771,12926,10332,12617,13103,0.9865
2013,Arrowhead UHS,2450,2257,Medium,0.97567,NA,NA,NA,NA,0.98787,NA,NA,9760,13085,10633,12116,12733,1.02763
2013,Ashland,0170,2204,Medium,0.92805,NA,NA,NA,NA,0.92391,NA,NA,2996,11911,10127,11107,11594,1.02738
2013,Ashwaubenon,0182,3311,Medium,0.95507,NA,NA,NA,NA,0.95486,NA,NA,8435,12528,10647,12092,12804,0.97841
2013,Athens,0196,442,Small,0.95975,NA,NA,NA,NA,0.9875,NA,NA,5361,15369,12764,14273,14856,1.03455
2013,Auburndale,0203,912,Small,0.96293,NA,NA,NA,NA,0.9779,NA,NA,4065,12261,10018,11699,12072,1.01565
2013,Augusta,0217,674,Small,0.96347,NA,NA,NA,NA,0.93103,NA,NA,5656,14719,12175,14032,14829,0.99258
2013,Baldwin-Woodville Area,0231,1651,Medium,0.96434,NA,NA,NA,NA,0.95335,NA,NA,4109,11879,9209,10828,11642,1.02036
2013,Bangor,0245,571,Small,0.96213,NA,NA,NA,NA,0.98718,NA,NA,5467,13726,11055,13908,14414,0.95227
2013,Baraboo,0280,3110,Medium,0.94408,NA,NA,NA,NA,0.91379,NA,NA,5010,11423,10261,10908,11579,0.98652
2013,Barneveld,0287,465,Small,0.94987,NA,NA,NA,NA,0.91463,NA,NA,5243,12428,10918,11342,11798,1.05335
2013,Barron Area,0308,1349,Medium,0.95107,NA,NA,NA,NA,0.92857,NA,NA,3983,14495,11720,13474,14108,1.02739
2013,Bayfield,0315,396,Small,0.89444,NA,NA,NA,NA,0.85849,NA,NA,14909,22971,17475,22031,22842,1.00563
2013,Beaver Dam Unified,0336,3642,Medium,0.9618,NA,NA,NA,NA,0.90518,NA,NA,4019,11541,10713,11429,11927,0.96768
2013,Beecher-Dunbar-Pembine,4263,263,Small,0.95488,NA,NA,NA,NA,0.92982,NA,NA,11860,15174,12944,14813,15213,0.99743
2013,Belleville,0350,955,Small,0.96769,NA,NA,NA,NA,0.98485,NA,NA,5529,11725,10411,11266,11759,0.99716
2013,Belmont Community,0364,366,Small,0.95319,NA,NA,NA,NA,0.93651,NA,NA,4922,11993,10630,11986,12442,0.96395
2013,Beloit,0413,7116,Large,0.92606,NA,NA,NA,NA,0.91105,NA,NA,2091,12880,11216,12597,13046,0.98722
2013,Beloit Turner,0422,1451,Medium,0.96744,NA,NA,NA,NA,0.97887,NA,NA,4137,12220,10466,12165,12599,0.96996
2013,Benton,0427,250,Small,0.97084,NA,NA,NA,NA,0.97826,NA,NA,4519,15295,12627,14786,15339,0.99708
2013,Berlin Area,0434,1669,Medium,0.9495,NA,NA,NA,NA,0.93208,NA,NA,4289,12064,9987,11338,11781,1.024
2013,Big Foot UHS,6013,535,Small,0.93309,NA,NA,NA,NA,0.91566,NA,NA,15341,16765,12828,15956,17287,0.96979
2013,Birchwood,0441,328,Small,0.96278,NA,NA,NA,NA,0.95455,NA,NA,13366,17985,13770,16118,17920,1.00362
2013,Black Hawk,2240,368,Small,0.94783,NA,NA,NA,NA,0.9537,NA,NA,4840,13295,12205,12703,13101,1.01486
2013,Black River Falls,0476,1831,Medium,0.94925,NA,NA,NA,NA,0.94778,NA,NA,4284,11818,9879,11121,11693,1.01076
2013,Blair-Taylor,0485,610,Small,0.94456,NA,NA,NA,NA,0.97419,NA,NA,6379,14251,11108,12954,13519,1.05421
2013,Bloomer,0497,1189,Medium,0.95893,NA,NA,NA,NA,0.96679,NA,NA,5214,12359,9573,11685,12072,1.02372
2013,Bonduel,0602,840,Small,0.96542,NA,NA,NA,NA,0.96098,NA,NA,5359,12503,10468,11957,12503,0.99996
2013,Boscobel Area,0609,840,Small,0.97294,NA,NA,NA,NA,0.97309,NA,NA,2879,12141,11165,11589,12016,1.01042
2013,Bowler,0623,376,Small,0.96246,NA,NA,NA,NA,0.91765,NA,NA,3659,14709,12825,13839,14450,1.01787
2013,Boyceville Community,0637,766,Small,0.95293,NA,NA,NA,NA,0.96226,NA,NA,4347,13600,10544,12808,13485,1.00849
2013,Brighton #1,0657,209,Small,0.96224,NA,NA,NA,NA,NA,NA,NA,9494,14185,14156,16673,17303,0.81978
2013,Brillion,0658,957,Small,0.98377,NA,NA,NA,NA,0.95556,NA,NA,4893,12346,9133,11231,11775,1.04854
2013,Bristol #1,0665,718,Small,0.95475,NA,NA,NA,NA,NA,NA,NA,5944,11753,10043,11010,11399,1.03103
2013,Brodhead,0700,1046,Medium,0.9722,NA,NA,NA,NA,0.95331,NA,NA,3881,11416,10263,10805,11246,1.01514
2013,Brown Deer,0721,1618,Medium,0.96013,NA,NA,NA,NA,0.96339,NA,NA,9343,14793,12789,14139,14700,1.00635
2013,Bruce,0735,509,Small,0.94516,NA,NA,NA,NA,0.94262,NA,NA,5485,12251,10701,11304,11824,1.0361
2013,Burlington Area,0777,3163,Medium,0.94107,NA,NA,NA,NA,0.93846,NA,NA,6631,12531,10768,12138,12502,1.00233
2013,Butternut,0840,198,Small,0.89987,NA,NA,NA,NA,0.91111,NA,NA,9050,15424,12711,14848,15451,0.99826
2013,Cadott Community,0870,856,Small,0.95798,NA,NA,NA,NA,0.93194,NA,NA,3534,11390,9538,11105,11589,0.98281
2013,Cambria-Friesland,0882,401,Small,0.94554,NA,NA,NA,NA,0.88235,NA,NA,6609,13498,11621,13087,13542,0.99676
2013,Cambridge,0896,915,Small,0.95618,NA,NA,NA,NA,0.95735,NA,NA,8468,13311,10541,12167,13009,1.02319
2013,Cameron,0903,1116,Medium,0.94395,NA,NA,NA,NA,0.94323,NA,NA,4096,12304,9715,10918,11514,1.06863
2013,Campbellsport,0910,1395,Medium,0.96388,NA,NA,NA,NA,0.95211,NA,NA,6673,12146,9623,11681,12041,1.00869
2013,Cashton,0980,563,Small,0.97161,NA,NA,NA,NA,1,NA,NA,4367,14211,10760,13374,13968,1.01743
2013,Cassville,0994,197,Small,0.97098,NA,NA,NA,NA,0.96923,NA,NA,9443,16342,14836,15878,16529,0.98869
2013,Cedar Grove-Belgium Area,1029,1122,Medium,0.96222,NA,NA,NA,NA,0.98745,NA,NA,5372,11255,9626,11072,11427,0.98493
2013,Cedarburg,1015,3014,Medium,0.95299,NA,NA,NA,NA,0.98881,NA,NA,7868,11767,10327,11430,11757,1.00079
2013,Central/Westosha UHS,5054,1173,Medium,0.94971,NA,NA,NA,NA,0.93357,NA,NA,7555,12940,11324,12172,12866,1.0058
2013,Chequamegon,1071,755,Small,0.94602,NA,NA,NA,NA,0.93689,NA,NA,8264,15592,12275,13084,13689,1.13904
2013,Chetek-Weyerhaeuser Area,1080,959,Small,0.9563,NA,NA,NA,NA,0.94348,NA,NA,9249,15377,11612,13683,14571,1.0553
2013,Chilton,1085,1170,Medium,0.96319,NA,NA,NA,NA,0.96809,NA,NA,5538,12476,9403,11987,12667,0.98492
2013,Chippewa Falls Area Unified,1092,5081,Medium,0.95423,NA,NA,NA,NA,0.91955,NA,NA,4704,11292,9988,10779,11299,0.99941
2013,Clayton,1120,421,Small,0.96017,NA,NA,NA,NA,0.92135,NA,NA,3910,13231,11141,12409,13183,1.00368
2013,Clear Lake,1127,612,Small,0.9634,NA,NA,NA,NA,0.952,NA,NA,3929,12720,9825,11583,12274,1.03628
2013,Clinton Community,1134,1187,Medium,0.95589,NA,NA,NA,NA,0.97059,NA,NA,4895,12925,10450,12208,12619,1.02425
2013,Clintonville,1141,1381,Medium,0.94692,NA,NA,NA,NA,0.88166,NA,NA,4959,13788,11000,12807,13688,1.00727
2013,Cochrane-Fountain City,1155,701,Small,0.95442,NA,NA,NA,NA,0.9708,NA,NA,5467,12067,8957,11284,11899,1.01406
2013,Colby,1162,939,Small,0.95001,NA,NA,NA,NA,0.97156,NA,NA,3285,11893,10187,11409,12101,0.98278
2013,Coleman,1169,715,Small,0.96659,NA,NA,NA,NA,0.98137,NA,NA,6262,12069,10009,11353,11807,1.02223
2013,Colfax,1176,871,Small,0.95079,NA,NA,NA,NA,0.95833,NA,NA,3465,10973,9673,10542,10932,1.00379
2013,Columbus,1183,1256,Medium,0.95778,NA,NA,NA,NA,0.97902,NA,NA,6033,12018,10234,11600,12120,0.99153
2013,Cornell,1204,422,Small,0.9599,NA,NA,NA,NA,0.85714,NA,NA,5113,14353,9299,11761,12701,1.13005
2013,Crandon,1218,917,Small,0.93459,NA,NA,NA,NA,0.81592,NA,NA,7716,12953,10842,11632,12361,1.04789
2013,Crivitz,1232,742,Small,0.97178,NA,NA,NA,NA,0.94375,NA,NA,10171,12834,9674,11429,11935,1.07535
2013,Cuba City,1246,655,Small,0.96207,NA,NA,NA,NA,0.99476,NA,NA,6007,13592,12234,13488,14078,0.96548
2013,Cudahy,1253,2599,Medium,0.95994,NA,NA,NA,NA,0.93537,NA,NA,5055,13192,11399,12271,12880,1.0242
2013,Cumberland,1260,989,Small,0.95264,NA,NA,NA,NA,0.95436,NA,NA,8346,14575,10927,14934,15681,0.92947
2013,D C Everest Area,4970,5957,Medium,0.95758,NA,NA,NA,NA,0.95122,NA,NA,4567,11845,9982,11275,11840,1.00039
2013,Darlington Community,1295,791,Small,0.96686,NA,NA,NA,NA,0.97354,NA,NA,4731,12245,10985,11644,12134,1.00914
2013,De Forest Area,1316,3522,Medium,0.96236,NA,NA,NA,NA,0.96224,NA,NA,6409,12290,9945,11448,11921,1.03098
2013,De Pere,1414,4148,Medium,0.9674,NA,NA,NA,NA,0.93375,NA,NA,5666,11969,9743,11423,11890,1.00667
2013,De Soto Area,1421,550,Small,0.95988,NA,NA,NA,NA,0.97101,NA,NA,6755,13361,10872,12459,13089,1.0208
2013,Deerfield Community,1309,791,Small,0.95648,NA,NA,NA,NA,0.96809,NA,NA,6563,13736,10878,13112,13639,1.00715
2013,Delavan-Darien,1380,2460,Medium,0.94589,NA,NA,NA,NA,0.93729,NA,NA,5986,11280,10140,11100,11605,0.972
2013,Denmark,1407,1510,Medium,0.95285,NA,NA,NA,NA,0.95251,NA,NA,4410,11306,9495,10630,11153,1.01374
2013,Dodgeland,2744,821,Small,0.9518,NA,NA,NA,NA,0.91908,NA,NA,5200,13835,11396,13827,14279,0.96892
2013,Dodgeville,1428,1283,Medium,0.96664,NA,NA,NA,NA,0.95899,NA,NA,6803,13446,12381,13035,13525,0.99414
2013,Dover #1,1449,95,Small,0.95792,NA,NA,NA,NA,NA,NA,NA,5165,12120,11130,12182,12433,0.97489
2013,Drummond Area,1491,381,Small,0.96201,NA,NA,NA,NA,0.95294,NA,NA,12542,15870,11523,14181,14739,1.07671
2013,Durand,1499,961,Small,0.95248,NA,NA,NA,NA,0.97091,NA,NA,5523,12877,10903,12191,12648,1.01807
2013,East Troy Community,1540,1650,Medium,0.96109,NA,NA,NA,NA,0.95694,NA,NA,8660,11762,9745,11542,12027,0.97803
2013,Eau Claire Area,1554,11032,Large,0.96179,NA,NA,NA,NA,0.91822,NA,NA,5355,12137,9848,11143,11825,1.02637
2013,Edgar,1561,636,Small,0.97176,NA,NA,NA,NA,0.98795,NA,NA,4044,13021,10456,12107,12542,1.0382
2013,Edgerton,1568,1863,Medium,0.95786,NA,NA,NA,NA,0.95866,NA,NA,5412,11883,10348,11670,12011,0.98935
2013,Elcho,1582,367,Small,0.94621,NA,NA,NA,NA,1,NA,NA,12848,15907,11907,13959,15330,1.0376
2013,Eleva-Strum,1600,621,Small,0.94955,NA,NA,NA,NA,0.94326,NA,NA,5092,13448,11253,12985,13632,0.98645
2013,Elk Mound Area,1645,1167,Medium,0.95226,NA,NA,NA,NA,0.97285,NA,NA,3092,11356,9218,10673,11141,1.0193
2013,Elkhart Lake-Glenbeulah,1631,480,Small,0.97244,NA,NA,NA,NA,0.97297,NA,NA,10365,12381,11216,11969,12240,1.01155
2013,Elkhorn Area,1638,3169,Medium,0.95911,NA,NA,NA,NA,0.96828,NA,NA,6496,11955,9557,11340,11816,1.01178
2013,Ellsworth Community,1659,1735,Medium,0.96464,NA,NA,NA,NA,0.97229,NA,NA,5373,11928,9567,11200,11932,0.99964
2013,Elmbrook,0714,6945,Large,0.96218,NA,NA,NA,NA,0.97778,NA,NA,11977,13641,11253,12791,13290,1.02639
2013,Elmwood,1666,332,Small,0.9604,NA,NA,NA,NA,0.97468,NA,NA,6741,15486,12042,15700,16357,0.94672
2013,Erin,1687,344,Small,0.96518,NA,NA,NA,NA,NA,NA,NA,9253,12383,10918,11858,12375,1.0006
2013,Evansville Community,1694,1717,Medium,0.96275,NA,NA,NA,NA,0.97238,NA,NA,5097,13274,10793,12826,13239,1.00265
2013,Fall Creek,1729,846,Small,0.96518,NA,NA,NA,NA,0.9386,NA,NA,3817,11598,10082,11064,11477,1.01054
