year,dist_name,dist_code,enrollment,size,attendance_rate,reduced_share,free_share,lunch_share,homeless_share,graduation_rate,act_composite,act_writing,local_revenue,all_revenue,tcec,tec,tdc,rev_cost_ratio
2020,Genoa City J2,2051,503,Small,0.93885,NA,NA,NA,0.00199,NA,NA,NA,5791,15483,12275,16879,16945,0.91372
2020,Germantown,2058,3796,Medium,0.93751,NA,NA,NA,0.00237,0.97224,20.64,6.99,10156,14931,11509,14150,14461,1.0325
2020,Gibraltar Area,2114,517,Small,0.98147,NA,NA,NA,0.00193,0.97126,21.67,7.46,25450,29341,23792,27042,27536,1.06555
2020,Gillett,2128,522,Small,0.89763,NA,NA,NA,0.02299,0.90385,17.78,6.22,6893,17848,13550,15761,16213,1.10085
2020,Gilman,2135,320,Small,0.96197,NA,NA,NA,0.04375,0.95041,16.93,5.89,9301,21850,14335,16837,17691,1.23509
2020,Gilmanton,2142,161,Small,0.93963,NA,NA,NA,0.00621,0.98077,17.77,5.54,9277,19137,15116,15982,16697,1.14613
2020,Nicolet UHS,2177,1087,Medium,0.9715,NA,NA,NA,0.00644,0.98041,21.06,6.6,19653,22436,18139,19508,20508,1.09401
2020,Glendale-River Hills,2184,961,Small,0.97699,NA,NA,NA,0.01873,NA,NA,NA,15497,19058,15344,16185,16933,1.12549
2020,Glenwood City,2198,651,Small,0.91562,NA,NA,NA,0.00307,0.91176,19.79,6.93,5536,15982,10776,12238,13091,1.22084
2020,Goodman-Armstrong Creek,2212,98,Small,0.93065,NA,NA,NA,NA,1,19.6,6.3,20267,26673,21530,22116,23236,1.14792
2020,Grafton,2217,2002,Medium,0.97119,NA,NA,NA,NA,0.98358,21.46,6.63,10217,15997,12455,14836,15324,1.04392
2020,Granton Area,2226,217,Small,0.9634,NA,NA,NA,0.0553,0.87273,17.91,5.73,6440,21130,17382,18760,20538,1.02882
2020,Grantsburg,2233,1782,Medium,0.96034,NA,NA,NA,0.01235,0.90227,17.11,5.7,4527,14464,9616,10491,11204,1.29097
2020,Black Hawk,2240,374,Small,0.94359,NA,NA,NA,0.02674,0.93519,18.89,5.89,7778,18545,15664,17107,17677,1.0491
2020,Green Bay Area Public,2289,19171,Large,0.85789,NA,NA,NA,0.04178,0.88668,16.91,5.48,4663,16072,13185,15130,15697,1.02389
2020,Greendale,2296,2666,Medium,0.59302,NA,NA,NA,NA,0.94203,20.28,6.94,6661,15575,12920,14237,14964,1.04083
2020,Greenfield,2303,3367,Medium,0.95453,NA,NA,NA,0.00653,0.93773,17.92,6.33,6203,15359,12446,14371,14976,1.02557
2020,Green Lake,2310,315,Small,0.95134,NA,NA,NA,NA,0.93182,20.71,7.14,17503,20138,16289,17709,18903,1.06533
2020,Greenwood,2394,350,Small,0.94554,NA,NA,NA,NA,0.9771,20.35,6.16,7015,18533,16182,17446,18167,1.02015
2020,Gresham,2415,248,Small,0.92188,NA,NA,NA,NA,0.97561,16.14,5.43,8759,20787,16868,18739,19715,1.05437
2020,Hamilton,2420,4951,Medium,0.95493,NA,NA,NA,0.00263,0.98553,21.57,6.93,7157,13811,11944,13379,13642,1.01239
2020,Saint Croix Central,2422,1905,Medium,0.96181,NA,NA,NA,0.00367,0.90625,19.99,6.54,5768,15267,10947,14382,15069,1.01314
2020,Hartford UHS,2436,1340,Medium,0.93104,NA,NA,NA,0.01418,0.94558,18.61,6.33,7941,14101,12928,14925,15429,0.91393
2020,Hartford J1,2443,1592,Medium,0.94848,NA,NA,NA,6.3e-4,NA,NA,NA,5768,14420,11346,12441,13062,1.10397
2020,Arrowhead UHS,2450,2084,Medium,0.97206,NA,NA,NA,0.00144,0.99442,22.47,6.74,10146,14406,11648,13283,13681,1.05299
2020,Hartland-Lakeside J3,2460,1102,Medium,0.96418,NA,NA,NA,NA,NA,NA,NA,7497,13857,11908,12283,13248,1.04597
2020,Hayward Community,2478,1998,Medium,0.93069,NA,NA,NA,0.01502,0.9,19.62,6.67,11557,16207,13348,15073,15507,1.04514
2020,Southwestern Wisconsin,2485,521,Small,0.9524,NA,NA,NA,0.00768,0.99412,18.69,6.29,8032,18482,13098,17158,17831,1.03651
2020,Herman-Neosho-Rubicon,2525,299,Small,0.96295,NA,NA,NA,NA,NA,NA,NA,8385,16698,13475,14196,14637,1.14081
2020,Highland,2527,309,Small,0.95718,NA,NA,NA,0.01618,0.93333,20.39,6.32,5154,16833,13324,14870,15421,1.09156
2020,Hilbert,2534,499,Small,0.95703,NA,NA,NA,NA,0.99296,18.44,5.97,8373,18377,11348,15022,15679,1.17208
2020,Hillsboro,2541,533,Small,0.94675,NA,NA,NA,0.0075,0.93548,16.88,5.5,6409,20456,15229,18512,19220,1.06431
2020,Holmen,2562,3855,Medium,0.97479,NA,NA,NA,0.00908,0.9784,19.07,6.03,5124,14823,11891,13606,14220,1.04241
2020,Holy Hill Area,2570,511,Small,0.96362,NA,NA,NA,0.03327,NA,NA,NA,11288,15954,12057,13782,14140,1.12829
2020,Horicon,2576,703,Small,0.99761,NA,NA,NA,0.01849,0.91905,17.47,6.28,7550,17197,12573,15318,15951,1.07811
2020,Hortonville Area,2583,4156,Medium,0.96452,NA,NA,NA,0.00385,0.99084,20,6.54,5801,13664,10314,12058,12409,1.10114
2020,Howard-Suamico,2604,5913,Medium,0.94742,NA,NA,NA,0.00609,0.9509,19.67,6.42,5830,15379,11195,13878,14566,1.05581
2020,Howards Grove,2605,922,Small,0.95704,NA,NA,NA,NA,0.97586,19.8,6.11,6290,14688,11498,14090,14573,1.00789
2020,Hudson,2611,5404,Medium,0.94748,NA,NA,NA,0.00722,0.98227,21,6.49,9865,16275,12599,14684,15290,1.06442
2020,Hurley,2618,514,Small,0.94968,NA,NA,NA,NA,0.99422,19.71,6.05,7429,17284,12815,14220,14798,1.168
2020,Hustisford,2625,364,Small,0.96036,NA,NA,NA,NA,0.94595,19.14,7.36,9199,16647,14503,15337,15906,1.04659
2020,Independence,2632,386,Small,0.93659,NA,NA,NA,NA,0.91667,16.28,6.18,4224,15547,13407,14336,14818,1.0492
2020,Iola-Scandinavia,2639,606,Small,0.96919,NA,NA,NA,0.00165,0.95213,19.9,6.92,8238,17184,13536,14591,15499,1.10872
2020,Iowa-Grant,2646,711,Small,0.96405,NA,NA,NA,0.00844,0.9939,17.81,6.08,4703,16279,14386,15468,16121,1.0098
2020,Ithaca,2660,401,Small,0.95412,NA,NA,NA,0.01247,0.97541,18.42,5.26,7279,20113,15744,17899,18580,1.08251
2020,Janesville,2695,9574,Large,0.9043,NA,NA,NA,0.02716,0.92092,17.48,5.77,4825,15260,12495,14198,14786,1.03206
2020,Jefferson,2702,1806,Medium,0.95187,NA,NA,NA,0.02547,0.93582,17.97,5.76,7622,17391,12658,15358,16071,1.08214
2020,Johnson Creek,2730,567,Small,0.915,0.04753,0.25475,0.30228,0.00705,0.97354,18.2,5.96,8748,17953,13700,19923,20572,0.87269
2020,Juda,2737,268,Small,0.9713,NA,NA,NA,NA,1,18.67,6.47,9220,20926,15657,18250,19157,1.09234
2020,Dodgeland,2744,744,Small,0.93355,NA,NA,NA,0.06989,0.92373,16.2,5.38,6309,18346,14014,16081,16680,1.09988
2020,Kaukauna Area,2758,3933,Medium,0.95531,NA,NA,NA,0.01475,0.96344,18.54,6.28,4847,13386,10987,12859,13199,1.01417
2020,Kenosha,2793,19244,Large,0.92868,NA,NA,NA,0.01595,0.92332,17.61,5.84,5032,15272,13232,14633,14946,1.02181
2020,Kewaskum,2800,1754,Medium,0.95088,NA,NA,NA,0.00741,0.96557,19.83,6.78,6568,14187,10975,12842,13567,1.0457
2020,Kewaunee,2814,921,Small,0.95521,NA,NA,NA,0.01629,0.9373,19.13,6.28,6752,15525,12660,14367,14955,1.03811
2020,Kiel Area,2828,1193,Medium,0.96393,NA,NA,NA,0.01006,0.98451,17.93,5.44,6954,15098,10831,12432,13130,1.14989
2020,Kimberly Area,2835,5196,Medium,0.96409,0.04817,0.12635,0.17453,0.00212,0.98205,19.73,6.61,3831,12823,11408,12331,12674,1.01176
2020,Kohler,2842,705,Small,0.97738,NA,NA,NA,NA,1,21.26,7.93,15517,18206,11613,15143,15957,1.14094
2020,La Crosse,2849,6269,Large,0.95102,NA,NA,NA,0.02058,0.91261,18.6,6.03,8268,16974,14632,16257,16969,1.00029
2020,Ladysmith,2856,774,Small,0.94022,NA,NA,NA,0.02067,0.89591,17.44,5.34,4821,17925,12709,16226,17015,1.05348
2020,La Farge,2863,230,Small,0.95846,NA,NA,NA,0.02609,0.98361,16.93,6.21,7351,21476,16122,18295,18988,1.13103
2020,Lake Geneva-Genoa City UHS,2884,1375,Medium,0.93962,NA,NA,NA,0.00145,0.94252,18.96,6.2,13817,17449,13206,15366,16367,1.06611
2020,Lake Geneva J1,2885,1833,Medium,0.938,NA,NA,NA,5.5e-4,NA,NA,NA,9382,15401,12600,14388,15192,1.01376
2020,Lake Holcombe,2891,280,Small,0.947,NA,NA,NA,0.00714,0.98198,16.76,4.8,14497,20967,17317,18896,20098,1.04324
2020,Lake Mills Area,2898,1586,Medium,0.96914,NA,NA,NA,0.0082,0.95122,19.37,6.11,6770,14589,11078,13432,14067,1.03711
2020,Lancaster Community,2912,958,Small,0.95498,NA,NA,NA,0.01148,0.93796,18.85,6.41,4377,15516,13219,13645,14163,1.09553
2020,Laona,2940,282,Small,0.92825,NA,NA,NA,0.02837,0.94595,16.41,6.53,8915,19459,15188,15774,17261,1.12734
2020,Lena,2961,414,Small,0.94482,NA,NA,NA,0.00966,0.88571,17.91,6,6369,16764,13093,14232,14829,1.13049
2020,Linn J4,3087,107,Small,0.95209,NA,NA,NA,NA,NA,NA,NA,17960,20655,17661,20356,20574,1.00394
2020,Linn J6,3094,174,Small,0.95813,NA,NA,NA,NA,NA,NA,NA,17791,21634,13965,17884,18799,1.1508100000000001
2020,Richmond,3122,427,Small,0.97015,NA,NA,NA,0.01171,NA,NA,NA,6280,14052,12000,12567,12906,1.0888
2020,Little Chute Area,3129,1584,Medium,0.95119,NA,NA,NA,6.3e-4,0.93843,19.22,6.46,4767,14503,11776,13165,13664,1.0614
2020,Lodi,3150,1491,Medium,0.96731,NA,NA,NA,0.00134,0.96349,21.13,6.73,10475,16511,12581,15748,16429,1.00499
2020,Lomira,3171,1053,Medium,0.95305,NA,NA,NA,NA,0.97486,18.83,6.01,6003,15325,11190,13146,13600,1.12684
2020,Loyal,3206,492,Small,0.95572,NA,NA,NA,NA,0.95364,18.76,5.26,4429,16047,14910,15549,16245,0.98781
2020,Luck,3213,427,Small,0.96609,NA,NA,NA,0.00703,0.9562,19.24,5.39,6379,15852,12536,12988,14528,1.09113
2020,Luxemburg-Casco,3220,1863,Medium,0.95273,NA,NA,NA,0.0059,0.94551,19.5,6.19,5893,15039,12128,14247,14830,1.01409
2020,Madison Metropolitan,3269,26151,Large,0.91322,NA,NA,NA,0.0278,0.87669,20.67,6.32,13484,18247,14942,16324,17150,1.06397
2020,Manawa,3276,598,Small,0.94807,NA,NA,NA,0.03344,0.96581,17.67,5.94,6251,15814,11970,14221,14783,1.06974
2020,Manitowoc,3290,4760,Medium,0.88866,NA,NA,NA,0.01282,0.88456,18.18,6.84,4232,13995,12533,13108,13502,1.03651
2020,Maple,3297,1295,Medium,0.95941,NA,NA,NA,0.00386,0.96675,19.81,6.05,8641,17011,11903,15927,16503,1.03078
2020,Marathon City,3304,742,Small,0.9573,NA,NA,NA,0.01482,0.98814,20.42,6.79,7390,15524,11973,14725,15073,1.02992
2020,Marinette,3311,1967,Medium,0.91699,NA,NA,NA,0.03711,0.93677,16.8,5.57,4712,14941,11745,13831,14291,1.04548
2020,Marion,3318,437,Small,0.94939,NA,NA,NA,0.02059,0.95968,18.83,5.83,4290,15630,13061,13777,14280,1.09454
2020,Markesan,3325,791,Small,0.95637,NA,NA,NA,0.01517,0.92766,19.21,6.11,7355,15919,13243,14707,15308,1.03991
2020,Marshall,3332,990,Small,0.90895,NA,NA,NA,0.00505,0.9006,16.55,5.86,5497,16997,13222,15305,15744,1.07959
2020,Marshfield Unified,3339,3929,Medium,0.96713,NA,NA,NA,0.02265,0.94208,20.67,7.07,5771,14512,11653,13325,13733,1.05672
2020,Mauston,3360,1429,Medium,0.94373,NA,NA,NA,0.0147,0.95669,16.84,5.48,6336,17177,12744,16741,17621,0.9748
2020,Mayville,3367,1033,Medium,0.96246,NA,NA,NA,0.00774,0.97113,18.99,7.2,6990,16486,13211,15769,16508,0.99867
2020,McFarland,3381,6091,Large,0.98918,NA,NA,NA,0.0064,0.78492,17.97,5.79,8426,16566,12911,15361,15974,1.03706
2020,Medford Area Public,3409,2991,Medium,0.96628,NA,NA,NA,0.00334,0.95739,17.69,5.42,4224,14539,8821,10712,11562,1.25748
2020,Mellen,3427,262,Small,0.95278,NA,NA,NA,NA,0.93023,17.45,5.82,5363,17379,13905,15296,15922,1.09151
2020,Melrose-Mindoro,3428,748,Small,0.91106,NA,NA,NA,NA,0.97549,18.48,6.25,7114,18363,12996,16434,17070,1.07575
2020,Menasha Joint,3430,3203,Medium,0.94536,NA,NA,NA,0.01811,0.95923,16.77,5.91,5619,17820,14024,16774,17616,1.01158
2020,Menominee Indian,3434,956,Small,0.86545,NA,NA,NA,0.1454,0.8558,14.13,4.39,3338,23695,18942,20806,21877,1.0831
2020,Menomonee Falls,3437,3897,Medium,0.9593,NA,NA,NA,0.00821,0.98392,20.38,7.02,10830,15653,12072,14188,14980,1.04493
2020,Menomonie Area,3444,3209,Medium,0.9493,NA,NA,NA,0.00966,0.94787,20.07,6.98,5687,15156,11806,14058,14730,1.02892
2020,Mequon-Thiensville,3479,3521,Medium,0.95664,NA,NA,NA,2.8e-4,0.98716,22.49,6.77,13299,15968,12923,14194,14805,1.07855
2020,Mercer,3484,129,Small,0.97372,NA,NA,NA,NA,0.97959,13.7,4.9,16363,21494,19200,20576,21961,0.97874
2020,Merrill Area,3500,3318,Medium,0.94128,NA,NA,NA,0.00241,0.93008,18.98,5.58,5800,16335,13165,14374,14862,1.09911
2020,Swallow,3510,451,Small,0.97444,NA,NA,NA,NA,NA,NA,NA,13095,15661,12062,14197,14505,1.0797
2020,North Lake,3514,308,Small,0.95072,NA,NA,NA,NA,NA,NA,NA,12386,16140,14598,16344,16952,0.9521
2020,Merton Community,3528,817,Small,0.96661,NA,NA,NA,0.00122,NA,NA,NA,6123,12118,10314,12233,12585,0.96289
2020,Stone Bank,3542,317,Small,0.96214,0.01572,0.09119,0.10692,NA,NA,NA,NA,13230,15803,12806,14351,15033,1.05122
2020,Middleton-Cross Plains Area,3549,7410,Large,0.91314,NA,NA,NA,0.0085,0.97274,22.23,6.97,11043,15682,12803,14971,15236,1.02927
2020,Milton,3612,3480,Medium,0.9621,NA,NA,NA,0.01149,0.97924,18.49,6.25,6237,14342,11571,13393,13761,1.04222
2020,Milwaukee,3619,71510,Large,0.84905,NA,NA,NA,0.03773,0.71908,16.8,6.26,4654,17593,15415,15882,16673,1.05518
2020,Mineral Point Unified,3633,765,Small,0.97816,NA,NA,NA,0.01438,1,21.07,6.4,7317,17137,14109,15924,16468,1.04062
2020,Minocqua J1,3640,580,Small,0.96352,NA,NA,NA,NA,NA,NA,NA,12700,16709,13826,15104,15828,1.05566
2020,Lakeland UHS,3647,744,Small,0.94813,NA,NA,NA,0.00134,0.92948,19.2,6.41,17942,24290,18705,21690,22444,1.08225
2020,Northwood,3654,314,Small,0.90209,NA,NA,NA,NA,0.86957,20.5,6.7,12140,16420,14433,17574,19172,0.85646
2020,Mishicot,3661,878,Small,0.94239,NA,NA,NA,0.00456,0.97285,19,6.83,7047,16036,11230,13608,14249,1.12541
2020,Mondovi,3668,907,Small,0.95081,NA,NA,NA,0.00331,0.95019,18.61,6.17,5795,17202,12992,15205,15944,1.0789
2020,Monona Grove,3675,3449,Medium,0.95253,NA,NA,NA,0.00783,0.95005,20.4,6.37,9995,17155,13047,16062,16584,1.03443
2020,Monroe,3682,2236,Medium,0.97301,NA,NA,NA,0.01118,0.9572,19.04,5.92,6317,16990,14177,15413,16407,1.03553
2020,Montello,3689,598,Small,0.94165,NA,NA,NA,NA,0.94531,15.98,4.83,8199,16396,13893,15340,15843,1.03491
2020,Monticello,3696,319,Small,0.92651,NA,NA,NA,NA,0.99099,18.85,6.55,7405,16473,14433,15547,16127,1.02145
2020,Mosinee,3787,1976,Medium,0.9308,NA,NA,NA,0.00658,0.966,20.44,6.29,5758,14455,11776,13653,14058,1.02824
2020,Mount Horeb Area,3794,2423,Medium,0.9647,NA,NA,NA,0.00619,0.97392,20.2,5.66,6273,14472,11795,13974,14389,1.00577
2020,Mukwonago,3822,5001,Medium,0.96302,NA,NA,NA,0.0044,0.98131,20.01,6.58,7250,14468,11238,13275,13779,1.05
2020,Riverdale,3850,669,Small,0.937,NA,NA,NA,0.01794,0.95513,17.5,5.65,6888,18328,13714,14952,15514,1.18138
2020,Muskego-Norway,3857,4879,Medium,0.96319,NA,NA,NA,0.00348,0.98045,21.9,6.76,7060,13636,11340,13149,13560,1.0056
2020,Lake Country,3862,505,Small,0.96158,NA,NA,NA,NA,NA,NA,NA,11567,14577,13225,13849,14555,1.00151
2020,Necedah Area,3871,710,Small,0.94325,NA,NA,NA,0.03521,0.93458,16.78,4.92,7766,17397,14184,15810,16407,1.06034
2020,Neenah Joint,3892,6572,Large,0.9423,NA,NA,NA,0.01096,0.96597,21.09,7.51,6354,14166,10885,11276,11697,1.21108
2020,Neillsville,3899,801,Small,0.96579,NA,NA,NA,0.00499,0.93333,17.41,5.25,5059,15280,11474,12655,13588,1.12452
2020,Nekoosa,3906,1154,Medium,0.81338,NA,NA,NA,0.0052,0.94005,17.77,6.5,11132,17848,13275,16064,16876,1.0576
2020,New Auburn,3920,315,Small,0.96802,NA,NA,NA,0.05079,1,17.22,5.32,11916,17998,14273,16710,17305,1.04005
2020,New Berlin,3925,4250,Medium,0.96854,NA,NA,NA,0.00188,0.98771,21.92,7.26,10832,14678,11492,13159,13593,1.07982
2020,New Glarus,3934,1023,Medium,0.98025,NA,NA,NA,0.01466,0.99582,20.18,6.09,7140,16755,12081,15674,16195,1.03458
2020,New Holstein,3941,1009,Medium,0.95297,NA,NA,NA,0.00396,0.96629,18.47,6.01,6928,15215,10992,13361,14007,1.08624
2020,New Lisbon,3948,646,Small,0.93088,NA,NA,NA,0.02322,0.96988,16.26,5.02,6739,16362,13424,14380,14955,1.09408
2020,New London,3955,2138,Medium,0.9585,NA,NA,NA,0.00702,0.93342,18.86,6.14,4783,14188,11140,12919,13424,1.05691
2020,New Richmond,3962,3454,Medium,0.95443,NA,NA,NA,0.00869,0.93417,19.2,6.13,5646,15189,10805,13791,14511,1.04672
2020,Niagara,3969,434,Small,0.93716,NA,NA,NA,NA,0.92913,18.07,6.64,5543,17475,13897,15247,15812,1.10517
2020,Norris,3976,34,Small,0.44893,NA,NA,NA,NA,0.66667,NA,NA,NA,NA,NA,NA,NA,NA
2020,North Fond du Lac,3983,1493,Medium,0.97747,NA,NA,NA,0.00335,0.92417,16.61,5.69,4732,15681,12668,14506,15153,1.03484
2020,Norwalk-Ontario-Wilton,3990,605,Small,0.94874,NA,NA,NA,NA,0.92347,17.45,5.61,3480,17834,14965,16583,17548,1.0163
2020,Norway J7,4011,89,Small,0.95262,NA,NA,NA,NA,NA,NA,NA,10436,16341,14636,18451,18756,0.87124
2020,Oak Creek-Franklin Joint,4018,6400,Large,0.95123,NA,NA,NA,0.00375,0.96555,20.01,7.05,6666,14645,11325,13616,14037,1.04331
2020,Oakfield,4025,562,Small,0.96816,NA,NA,NA,0.01246,0.97987,18.6,6.34,6473,17159,13015,13943,15563,1.10255
2020,Oconomowoc Area,4060,5116,Medium,0.95186,NA,NA,NA,0.0043,0.98112,20.45,6.7,11346,15466,11990,13921,14371,1.0762
2020,Oconto Unified,4067,968,Small,0.95793,NA,NA,NA,0.02789,0.90132,19.19,6.7,5897,17014,12690,14260,14924,1.14004
2020,Oconto Falls Public,4074,1622,Medium,0.9548,NA,NA,NA,0.00863,0.95501,20.01,6.77,6965,16130,13300,15528,16335,0.98745
2020,Omro,4088,1073,Medium,0.96341,NA,NA,NA,0.00559,0.96011,17.53,5.71,5580,15205,11975,12884,13555,1.12173
2020,Onalaska,4095,3056,Medium,0.95332,NA,NA,NA,0.00556,0.97294,20.05,5.99,6883,15000,12599,13774,14269,1.05123
2020,Oostburg,4137,1024,Medium,0.96808,NA,NA,NA,0.00488,0.98658,20.81,6.5,6491,14461,10534,12659,13158,1.09903
2020,Oregon,4144,4119,Medium,0.98129,NA,NA,NA,0.0051,0.96154,20.24,6.31,8562,16448,13393,15604,16061,1.0241
2020,Parkview,4151,810,Small,0.95573,NA,NA,NA,0.00988,0.96218,20.17,7,6469,15615,12625,15915,16503,0.94619
2020,Osceola,4165,1550,Medium,0.94751,NA,NA,NA,0.01742,0.99417,19.54,6.4,7171,16493,12381,14265,15174,1.08693
2020,Oshkosh Area,4179,9191,Large,0.96123,NA,NA,NA,0.02111,0.92214,19.34,7.09,6167,15728,13334,13848,14378,1.09389
2020,Osseo-Fairchild,4186,784,Small,0.93723,NA,NA,NA,0.00128,0.96337,17.29,5.46,6475,18158,13901,16410,17268,1.05154
2020,Owen-Withee,4207,485,Small,0.93677,NA,NA,NA,0.02268,0.97163,15.27,4.08,5173,16785,13677,15238,15868,1.05779
2020,Palmyra-Eagle Area,4221,587,Small,0.90358,NA,NA,NA,0.0017,0.97887,17.55,6.45,9943,15039,11292,13918,14178,1.06073
2020,Pardeeville Area,4228,840,Small,0.88435,NA,NA,NA,0.00714,0.96774,20.54,7.26,6684,14541,12405,14079,14465,1.00525
2020,Paris J1,4235,279,Small,0.94471,0.01799,0.1295,0.14748,NA,NA,NA,NA,10957,14764,12428,13115,13635,1.0828
2020,Beecher-Dunbar-Pembine,4263,220,Small,0.92361,NA,NA,NA,0.01818,0.96552,17.5,5.74,15183,20647,19860,20658,21653,0.95354
2020,Pepin Area,4270,234,Small,0.97254,NA,NA,NA,NA,1,18.29,6.12,14269,21154,16994,18041,19310,1.09549
2020,Peshtigo,4305,1114,Medium,0.95622,NA,NA,NA,0.01167,0.95317,18.36,6.04,4025,14640,11656,12479,13145,1.11373
2020,Pewaukee,4312,2881,Medium,0.96674,NA,NA,NA,0.00451,0.98169,22.36,7.25,10922,15441,11948,13215,13555,1.13914
2020,Phelps,4330,103,Small,0.95589,NA,NA,NA,0.02913,0.98246,15.5,4.25,31431,37484,25069,26526,30281,1.23787
2020,Phillips,4347,744,Small,0.92187,NA,NA,NA,0.00134,0.93724,19.2,6.6,7782,16010,12619,14402,15325,1.0447
2020,Pittsville,4368,556,Small,0.93328,NA,NA,NA,NA,0.99451,17.9,5.25,7100,17733,13126,14126,15590,1.13746
2020,Tri-County Area,4375,566,Small,0.94275,NA,NA,NA,0.01943,0.98137,16.26,4.73,4584,15069,13608,14304,15104,0.99768
2020,Platteville,4389,1552,Medium,0.92463,NA,NA,NA,0.02964,0.94005,19.55,5.92,6074,14766,12199,13746,14267,1.03498
2020,Plum City,4459,255,Small,0.94213,NA,NA,NA,NA,0.8,17.24,5.19,8049,17509,14406,15653,16269,1.07622
2020,Plymouth Joint,4473,2072,Medium,0.96233,NA,NA,NA,0.0111,0.96534,19,6.06,6632,14918,11992,13756,14449,1.03246
2020,Portage Community,4501,2174,Medium,0.93541,NA,NA,NA,0.01886,0.94373,18.79,6.08,6013,14890,12496,13332,13714,1.08575
2020,Port Edwards,4508,435,Small,0.96144,NA,NA,NA,0.01149,0.95495,16.85,5.41,5199,16972,14976,15649,16289,1.04193
2020,Port Washington-Saukville,4515,2526,Medium,0.96473,NA,NA,NA,0.00119,0.98191,20.15,6.87,7241,15294,12670,14455,14857,1.02941
2020,South Shore,4522,161,Small,0.94587,NA,NA,NA,0.04348,0.98,23.57,8.07,19905,25269,19413,21500,22338,1.13121
2020,Potosi,4529,321,Small,0.95441,NA,NA,NA,0.03427,0.99153,19.27,5.35,8277,20384,16871,18334,19331,1.05447
2020,Poynette,4536,1043,Medium,0.96792,NA,NA,NA,0.00192,0.96552,19.89,6.88,7926,15083,11374,14287,14683,1.02724
2020,Prairie du Chien Area,4543,1061,Medium,0.97175,NA,NA,NA,0.00848,0.99183,19.32,6.2,6898,18292,14107,16054,16718,1.09415
2020,Prairie Farm Public,4557,386,Small,0.93738,NA,NA,NA,0.01295,0.96842,18.92,6.28,5007,16577,14242,15401,16308,1.01649
2020,Prentice,4571,332,Small,0.94358,NA,NA,NA,NA,0.98592,18.5,6.31,8373,17985,14762,17074,17695,1.01639
2020,Prescott,4578,1274,Medium,0.93446,0.05023,0.14297,0.1932,0.0102,0.96606,20.38,7.27,7460,15694,11729,14566,15104,1.03906
2020,Princeton,4606,322,Small,0.94853,NA,NA,NA,0.01553,0.9115,17.74,5.13,10082,16199,14449,15255,15753,1.02831
2020,Pulaski Community,4613,3739,Medium,0.93946,NA,NA,NA,0.00374,0.97977,20.15,7.3,4373,13682,11125,12685,13315,1.02756
2020,Racine Unified,4620,16254,Large,0.85285,NA,NA,NA,0.0299,0.79931,16.93,5.86,5099,15858,13186,14604,15003,1.05699
2020,Randall J1,4627,669,Small,0.95059,NA,NA,NA,0.00299,NA,NA,NA,10677,16789,11612,16429,16813,0.99857
2020,Randolph,4634,550,Small,0.92787,NA,NA,NA,0.01091,0.95597,18.51,6.67,7006,18284,12589,15538,16065,1.13813
2020,Random Lake,4641,726,Small,0.95808,NA,NA,NA,0.00413,0.95556,20.34,6.1,9056,16919,12612,15494,16566,1.02131
2020,Raymond #14,4686,410,Small,0.99578,NA,NA,NA,NA,NA,NA,NA,13262,19079,12421,19560,19697,0.96862
2020,North Cape,4690,194,Small,0.96011,NA,NA,NA,NA,NA,NA,NA,8455,15884,14119,16268,16470,0.96442
2020,Reedsburg,4753,2675,Medium,0.93622,NA,NA,NA,0.02019,0.94598,19.52,7.05,5049,15256,12777,14487,14940,1.02115
2020,Reedsville,4760,540,Small,0.97567,NA,NA,NA,NA,0.98295,20.4,7.33,7374,17538,12479,15206,16000,1.09612
2020,Rhinelander,4781,2259,Medium,0.96516,NA,NA,NA,0.00575,0.97022,19.06,6.93,10713,16726,17396,18777,19421,0.86123
2020,Rib Lake,4795,460,Small,0.96544,NA,NA,NA,0.00652,0.95302,18.53,5.66,5393,15152,12618,14253,14870,1.01896
2020,Rice Lake Area,4802,2234,Medium,0.90831,NA,NA,NA,0.02731,0.93239,18.83,5.89,8735,17460,12935,14810,15393,1.13428
2020,Richland,4851,1211,Medium,0.93959,NA,NA,NA,0.03303,0.86494,19.86,7.11,4822,15928,13267,14651,15446,1.03121
2020,Rio Community,4865,382,Small,0.93537,NA,NA,NA,0.00262,0.95902,20.25,6.53,7931,17262,14684,15774,16390,1.0532
2020,Ripon Area,4872,1954,Medium,0.96246,NA,NA,NA,0.00512,0.95185,19.88,7.06,4406,14654,11298,13169,13883,1.05554
2020,River Falls,4893,3427,Medium,0.93295,NA,NA,NA,0.00875,0.94197,19.75,6.7,6460,14364,10775,13415,14045,1.02271
2020,River Ridge,4904,533,Small,0.9332,NA,NA,NA,0.02064,0.97076,17.83,6.4,6362,18119,12829,15199,15740,1.15114
2020,Rosendale-Brandon,4956,977,Small,0.91899,NA,NA,NA,0.00102,0.95152,18.11,5.96,4338,14049,11748,13454,14007,1.003
2020,Rosholt,4963,501,Small,0.96058,NA,NA,NA,NA,0.96648,18.27,6.42,7988,15613,14325,14800,15197,1.02737
2020,D C Everest Area,4970,6003,Large,0.95994,NA,NA,NA,0.01449,0.97356,18.76,6.3,5182,15457,12004,13928,14564,1.06132
2020,Saint Croix Falls,5019,1045,Medium,0.92697,NA,NA,NA,0.00478,0.96711,20.09,6.88,8285,16697,12207,14852,16082,1.03824
